parameter_name,procedure_name,f_n,m_n,f_intercept,f_intercept_se,f_slope,f_slope_se,m_intercept,m_intercept_se,m_slope,m_slope_se,fm_diff_int,fm_diff_int_se,fm_diff_int_p,fm_diff_slope,fm_diff_slope_se,fm_diff_slope_p,f_sd,m_sd,r_m,r_c,Category,parameter_group,lnVR,VlnVR,low_lnVR,high_lnVR,t_val_sd,p_val_sd,Zr,VZr
time mobile dark side,Light-Dark Test,1844,1791,5.287708020683369,0.19703286278291612,0.07201686581084238,0.03315739671358096,5.033028535082025,0.1975290721215239,0.02628776029609732,0.03333368118431774,0.254679485603223,0.0213130687869755,3.0120537099941924e-32,0.04572910552571405,0.01979193561700263,0.02092254520525378,0.3556065,0.48842618227694234,0.17586407347503932,0.6587485386191139,Behaviour,time mobile,-0.31737161715932627,5.512335845099261e-4,-0.31845201513203464,-0.3162912191866179,-13.517620509805372,0,0.17771153115920077,2.7533039647577095e-4
time mobile light side,Light-Dark Test,1844,1791,4.067455262744363,0.18474048403699583,-0.01367728676988415,0.05571796594241988,4.133834036609802,0.1850949836419355,-0.09247868074365984,0.05374182368729352,-0.06637877381864533,0.02972761174840294,0.02562261870517864,0.07880139388598198,0.02683086529137296,0.00333739671440235,0.57299829,0.5466722372085341,0.07705434200403384,0.5719806021323813,Behaviour,time mobile,0.04702525977144401,5.512335845099261e-4,0.045944861798735644,0.04810565774415238,2.0029189177502267,0.04526015618719614,0.07720738767638534,2.7533039647577095e-4
total distance travelled,Light-Dark Test,111,84,8.307402534497937,0.0704497049878091,-0.05338603165145747,0.0736987184919827,8.153140727211328,0.08540142922205628,0.15382936927369123,0.07169947324082078,0.1542618071473465,0.10473956863144064,0.14280339109608417,-0.20721540073257325,0.10058447850621902,0.04103836203858552,0.2895251,0.2785499289133084,0.16645889482422227,0.5378200612449165,Behaviour,total distance travelled,0.03710146332298976,0.010802469135802469,0.015929012872711406,0.05827391377326811,0.35696819392093826,0.7215056099037735,0.16802241773814675,0.005208333333333333
total holepokes,Hole-board Exploration,1357,1324,3.668145091729543,0.01581872171890927,0.05544392507226296,0.01516134076620795,3.552079467415633,0.01693971769872482,0.04999789850854617,0.01457521464894665,0.11606562431395875,0.02079661267302609,2.6544202676077096e-8,0.00544602656369118,0.01878952299898728,0.7719602423289227,0.3194311,0.36831973246553407,0.11958211028225656,0.36637924863981824,Behaviour,total holepokes,-0.14241902297630177,7.47777354114928e-4,-0.14388463965882167,-0.14095340629378186,-5.208130379205296,2.0523230359614786e-7,0.1201570547052456,3.734129947722181e-4
vertical activity (rearing),Light-Dark Test,111,84,4.258397383634799,0.1547047526549823,0.19367523982719023,0.16941195941056228,4.0386826098835655,0.20440025413616095,0.14778882183992836,0.1766366702472856,0.21971477375164664,0.2506956346068807,0.3821405224044202,0.04588641798796591,0.24109151869244463,0.8492981458442586,0.6829218,0.7340028580884365,0.1151428392161316,0.3962936523366992,Behaviour,vertical activity (rearing),-0.07367577419673096,0.010802469135802469,-0.09484822464700932,-0.05250332374645261,-0.708864440784396,0.4792639681980069,0.1156557754361169,0.005208333333333333
whole arena average speed,Open Field,9384,9328,2.1529941151754124,0.18959575897754963,0.01033986305780966,0.01293077456766418,2.061586553102176,0.1895895183321156,0.00681220358663022,0.01270094572761717,0.09140756179683766,0.0050159560012406,1.7987753155624602e-73,0.00352765946850759,0.00453499779176553,0.43665422516641506,0.18906981,0.17919807799365553,0.05422742627974719,0.9678864224338586,Behaviour,whole arena average speed,0.05362421685792306,1.0691852478042293e-4,0.053414660400073276,0.05383377331577285,5.186023539808312,2.170697055436932e-7,0.05428067423234474,5.345021112833396e-5
whole arena permanence,Open Field,9051,8998,7.090046177482796,2.5376620545338475e-5,-4.69691443260312e-6,7.970935067250497e-6,7.090057227683609,2.543851768532512e-5,-7.791862435342716e-6,8.139951379870488e-6,-1.105019875875289e-5,1.0331155554831458e-5,0.284815892541092,3.0949488737428677e-6,8.453668983320312e-6,0.7142899841457835,3.327835e-4,3.9147598520070673e-4,0.01099857964658714,0.6361878139674921,Behaviour,whole arena,-0.16243237028069712,1.1084726803229419e-4,-0.1626496269338251,-0.16221511362756916,-15.428016150681277,0,0.010999023173605425,5.54139421478444e-5
whole arena resting time,Open Field,9379,9323,5.767750240126356,0.23390476349226968,-0.02373201616969569,0.01611981397085379,5.790589023735001,0.2338877722645515,-0.03842305706844758,0.01585208954340225,-0.02283878313750472,0.00593698016050312,1.2009182574175783e-4,0.0146910408922491,0.00532917438626118,0.00584491675493659,0.22273452,0.20729801128419512,0.02731763583746426,0.9717076515197496,Behaviour,whole arena,0.07182282258642549,1.0697571372072243e-4,0.0716131540403124,0.07203249113253857,6.944162452931044,3.9321879086173794e-12,0.027324434172997923,5.3478795657521794e-5
cone b-wave amplitude,Electroretinography,109,106,4.759945945363919,0.03553962642348957,-0.03345244407715982,0.03613175676625892,4.7927586847824,0.03714797769180107,-0.03827849652321088,0.03521011414958612,-0.03281273941859711,0.05023803810154075,0.5147572147139602,0.00482605244614835,0.05021769114221453,0.9235794948102868,0.18267885,0.2073645502245158,0.11266559036437894,0.3950129570459916,Eye,cone b-wave amplitude,-0.12688605118523605,0.009571350064114307,-0.1456455525943252,-0.10812654977614687,-1.296962089364176,0.1960473727688108,0.11314596249320934,0.0047169811320754715
cone b-wave amplitude-left,Electroretinography 2,88,90,4.736603724680901,0.06277365091708534,-0.0165718449942934,0.06431491520903233,4.754958406515473,0.0530980538737828,0.00107396276251337,0.05276661762770753,-0.01835468183466895,0.04876129825273941,0.7072435443415463,-0.01764580775690391,0.05013670771694869,0.7254655059162008,0.2341936038,0.1656132820127243,0.03522672577568086,0.27412355821575674,Eye,cone b-wave amplitude,0.34662792232390655,0.01162947937795808,0.32383456158415747,0.3694212830636556,3.2142777910899283,0.001555774958438949,0.0352413078431354,0.005714285714285714
cone b-wave amplitude-right,Electroretinography 2,88,90,4.679734984086714,0.03964653316302947,-0.01609296460632954,0.04001849671176705,4.694338642452421,0.04065443401724428,-0.04337433333995851,0.03967735090967068,-0.01460365661428697,0.03952966600973245,0.7124283359372925,0.02728137011433381,0.03851755719196744,0.4800876067312997,0.14107575,0.1846999038787596,0.16375120087458492,0.374525185648437,Eye,cone b-wave amplitude,-0.2693001601202922,0.01162947937795808,-0.29209352086004126,-0.24650679938054307,-2.497218106401571,0.013435629209637368,0.16523884253679103,0.005714285714285714
cone b-wave implicit time,Electroretinography,109,106,3.8078483862903254,0.01156920876110231,0.00164932163276899,0.01120315391735585,3.799660495113002,0.00991853979816608,-0.00257875514341399,0.00861980753865262,0.00818789117701244,0.01389023119658479,0.5565160792051769,0.00422807676323336,0.01406308440184074,0.7641366056352051,0.05352697,0.04404095965819595,0.07425197841264776,0.6683811625526127,Eye,cone b-wave implicit time,0.19492814900871588,0.009571350064114307,0.17616864759962672,0.21368765041780505,1.992452417367466,0.04759818173464847,0.07438889081121035,0.0047169811320754715
cone b-wave implicit time-left,Electroretinography 2,88,90,3.699409185050363,0.00950845843303745,0.00770611886992735,0.00949431400615333,3.688856057652228,0.00809192605672546,-0.01003847580954805,0.00787248809617482,0.01055312743510135,0.00777761152828547,0.17727105713101002,0.01774459472061311,0.00748611965096918,0.01930128973599422,0.03326225,0.02520824512367813,0.24592755346599,0.5294324175473044,Eye,cone b-wave implicit time,0.27738721835773594,0.01162947937795808,0.25459385761798686,0.300180579097485,2.5722093290174346,0.010930613621555896,0.25107355402132525,0.005714285714285714
cone b-wave implicit time-right,Electroretinography 2,88,90,3.701150850216134,0.00882026314822182,0.00821187806075688,0.00875940134224212,3.679931740563175,0.00772646957514981,-0.00497378780928813,0.00747640019716866,0.02121910965295591,0.00749914818487266,0.00543257349319437,0.01318566587004287,0.00713423592329178,0.06693337903844639,0.030423045,0.02626713919952029,0.29359407612531224,0.5841044500202626,Eye,cone b-wave implicit time,0.14701690908197718,0.01162947937795808,0.12422354834222807,0.16981026982172628,1.3632865540915915,0.1745336270604827,0.302494846810237,0.005714285714285714
eye size,Electroretinography,109,106,1.1717767541515065,0.00833314995038101,0.00578164985725824,0.00808761022697414,1.185792043687768,0.00651004926525987,-0.00582234929865598,0.0055514246899882,-0.01401528953628014,0.00959714818884182,0.14648069127153027,0.01160399915591475,0.00977528556678831,0.23725221218396905,0.03925311,0.02719818173640441,0.17688707902202588,0.6729456660751079,Eye,eye size,0.366743165817043,0.009571350064114307,0.34798366440795386,0.3855026672261322,3.7486546247996846,2.290276788101675e-4,0.17876738259981473,0.0047169811320754715
eye size-left,Electroretinography 2,88,90,1.174113027506241,0.00487710628527247,0.00482240807953028,0.00492357413430791,1.1804754398995216,0.00432053677822998,-1.4136335693829875e-4,0.00423803913382028,-0.00636241239325654,0.00413869490655298,0.126747538438328,0.00496377143648534,0.0040616029056337,0.2239613200714531,0.01742525,0.01538896989964868,0.28381457475166993,0.4725798802447968,Eye,eye size,0.1244045177359418,0.01162947937795808,0.10161115699619269,0.1471978784756909,1.1536020404502543,0.2502275434011163,0.291825977195528,0.005714285714285714
eye size-right,Electroretinography 2,88,90,1.17283263010554,0.00339515276966748,0.00413163109133921,0.00347620917098555,1.1787821273398682,0.00333736054441971,-0.00201374136181044,0.00328780621143844,-0.00594949723394492,0.00314334864705762,0.06070675421588025,0.00614537245354084,0.00316675173577468,0.05455915817677943,0.0126370225,0.01437156664721851,0.2898197856210422,0.41297115280886815,Eye,eye size,-0.12848569045828373,0.01162947937795808,-0.15127905119803284,-0.10569232971853462,-1.191446720576074,0.23508246914589415,0.2983695128154823,0.005714285714285714
interpupillary distance,Electroretinography,197,196,2.438056456449317,0.00894349385310898,0.00244239307584355,0.00299023801049344,2.4483881878527427,0.00877725552942701,0.00468930995310717,0.00229355104763701,-0.01033173140386863,0.00375239887876252,0.00630653689716469,-0.00224691687804817,0.00363965903838609,0.5375388050611349,0.0220402621,0.02028300802197825,0.3114381465184405,0.6114449936495774,Eye,interpupillary distance,0.08307402996189897,0.0051679931627584,0.07294494949054327,0.09320311043325467,1.155591433193097,0.2485539697107606,0.32213724181944065,0.002564102564102564
left anterior chamber depth,Eye Morphology,76,77,5.9362887175165016,0.01671392766452317,0.04276497337247922,0.01724837710275207,5.9306787406773145,0.01331485385289254,0.00705484003780141,0.01296971331973713,0.0056099768391733,0.01442868336620998,0.6988931567918721,0.03571013333474559,0.01488683614583987,0.01980491460857492,0.05063035,0.03413719460571825,0.379485818389649,0.6994702595224859,Eye,left anterior chamber depth,0.39425621641340053,0.013606071825249907,0.3675888056648456,0.42092362716195547,3.379964743413222,9.227694422748733e-4,0.3994588269167594,0.006666666666666667
left corneal thickness,Eye Morphology,76,77,4.6367513253194,0.03194218217756411,0.03059482410743435,0.03302633996570256,4.591213754725834,0.02429859272636637,0.01235413733791484,0.02387606436631416,0.04553757059332351,0.02584169172079668,0.08349722808340454,0.01824068676942637,0.02696574854736307,0.5015463522851014,0.09937371,0.04976230271939844,0.12123877199754746,0.4994022566947856,Eye,corneal thickness,0.6917224261944603,0.013606071825249907,0.6650550154459054,0.7183898369430153,5.930147237840898,1.983097464020034e-8,0.12183808960519346,0.006666666666666667
left inner nuclear layer,Eye Morphology,75,77,3.1922874663780902,0.04027083243629327,0.03437794013774575,0.04101795201518724,3.1566302454986173,0.03891607180700712,8.290122670097441e-4,0.03846087910817667,0.03565722087980576,0.02976114439064688,0.23591918816095864,0.03354892787115202,0.03008601597738941,0.2695700320814796,0.09307034712004332,0.10922568,0.10813214811449572,0.5139293852117799,Eye,inner nuclear layer,-0.15987288495439406,0.013701201201201201,-0.18672674585368532,-0.1330190240551028,-1.3658263594430928,0.17403789567880668,0.1085565769761165,0.006711409395973154
left outer nuclear layer,Eye Morphology,75,77,3.755347975666474,0.0395318002101153,-0.0411442640940969,0.02785113144259907,3.778473598055116,0.03621617444115968,0.01426644948338994,0.02134736939545696,-0.02312562241322684,0.0264552194899751,0.3857742971417421,-0.05541071360672087,0.02657112898344897,0.0416051887224888,0.05809671261071766,0.04937761,0.05669480751093334,0.9830571611174356,Eye,outer nuclear layer,0.16279968578993226,0.013701201201201201,0.135945824890641,0.18965354668922352,1.390830610358803,0.1663365972197488,0.05675566966093937,0.006711409395973154
left posterior chamber depth,Eye Morphology,75,77,6.296396717222216,0.00843872013635837,0.00174457142528976,0.00839488520229783,6.293261408103604,0.00611414239846018,1.1129287143068294e-6,0.00518759533280357,0.00313530911861913,0.0083859705934228,0.7099087585286712,0.00174345849658032,0.00859185132064416,0.8399330535863744,0.02440164107716607,0.014537175,0.02752667419733084,0.8827246739341301,Eye,posterior chamber depth,0.5181289133671203,0.013701201201201201,0.49127505246782904,0.5449827742664116,4.426479997957711,1.8334588227642e-5,0.027533629843456208,0.006711409395973154
left total retinal thickness,Eye Morphology,1222,1261,5.4677120435803,0.04180672326171916,0.0032828428251737,0.00217685139264031,5.468194690390541,0.04178351500260351,-4.13040035102663e-4,0.00138265077079769,-4.826468129704165e-4,0.00224407186230142,0.8297284020221729,0.00369588286955082,0.00224159998532899,0.09934243456447904,0.0403133656941601,0.02597562,0.02373848968834815,0.9120030240950072,Eye,total retinal thickness,0.43953737909644025,8.076285521636099e-4,0.43795445622131335,0.44112030197156715,15.466426502244238,0,0.023742950201990066,4.032258064516129e-4
max left eye lens density,Eye Morphology,907,942,2.172308343301606,0.01952211172615077,0.016038575456879742,0.01692138582840194,2.1269957044062027,0.01811201254742228,0.02933434405672533,0.014385173177719991,0.04531263889541521,0.01500574638675695,0.00256951263928465,-0.01329576859981654,0.01461439154264438,0.3630765348330168,0.20689665655370643,0.18197539,0.07768427146473807,0.6307796737908734,Eye,max eye lens density,0.128368582728261,0.001085578708285033,0.12624088755763882,0.13049627789888316,3.8960819921721996,1.0124586014992332e-4,0.07784111063025119,5.417118093174431e-4
max right eye lens density,Eye Morphology,896,940,2.200296641326575,0.02068336198513966,0.01552180748878376,0.01796294118949802,2.162973257966678,0.0192492179837726,0.03277808203237979,0.01542463485448566,0.03732338242880068,0.01589484888071062,0.01898665937650531,-0.01725627657529291,0.01543583568266473,0.26375966947417195,0.216115171393162,0.19476959,0.075821183091386,0.6280351600208395,Eye,max eye lens density,0.10402048876950368,0.00109352834389614,0.10187721259939352,0.10616376493961384,3.145602692961548,0.0016840408118690142,0.07596698124104745,5.455537370430987e-4
mean left eye lens density,Eye Morphology,907,942,1.8604778547162708,0.01398913733902565,0.01656425291195051,0.01141089605917509,1.836162308007251,0.01328603921596659,0.02837493606846093,0.00996901487870696,0.02431554670901184,0.010102279164935,0.01619708161521408,-0.01181068315653684,0.00975938984679523,0.22638199909321155,0.1348207149302421,0.12598029,0.09895289066067137,0.6982171422525315,Eye,mean eye lens density,0.06784100809942671,0.001085578708285033,0.06571331292880453,0.0699687032700489,2.059025069603691,0.03963176486515696,0.09927777299362613,5.417118093174431e-4
mean right eye lens density,Eye Morphology,896,940,1.910977627594848,0.01442220554860787,0.02020378905088362,0.01116548128485978,1.8805606467353295,0.01390616906765976,0.02910808231911338,0.00999842231919924,0.03041698081326008,0.00985243849975355,0.00205432278599437,-0.00890429328116118,0.00944387150671393,0.34589034006574404,0.1269518050272932,0.126033395,0.100187021791802,0.7412177868331727,Eye,mean eye lens density,0.007286907428304272,0.00109352834389614,0.005143631258194108,0.009430183598414436,0.22035769972805133,0.8256171124154328,0.10052426220293331,5.455537370430987e-4
min left eye lens density,Eye Morphology,907,942,1.5802400535491297,0.00995581332769857,0.0041729304858617,0.00871443139488831,1.5672764609681715,0.00937239251925069,0.01390521462972544,0.00761125866516358,0.01296359271493312,0.0076717488241317,0.09125983384219354,-0.00973228392038833,0.00744063295205038,0.19105986552161805,0.10325266998063536,0.096664881,0.06399177696002516,0.616710822089761,Eye,min eye lens density,0.06594954513738856,0.001085578708285033,0.06382184996676638,0.06807724030801074,2.0016177614552686,0.04547188788034573,0.06407933985628818,5.417118093174431e-4
min right eye lens density,Eye Morphology,896,940,1.62559003319931,0.01049445868560501,0.00337106797560181,0.00889192679835287,1.620205507010763,0.00988966485563059,0.01172665683493908,0.00775405372860119,0.00538452630711531,0.00785636433044305,0.4932074914922989,-0.00835558864087734,0.00759712794531846,0.2715669434498196,0.10492635627237558,0.097891508,0.05504210945892091,0.6550367356898497,Eye,min eye lens density,0.0694252235324262,0.00109352834389614,0.06728194736231603,0.07156849970253636,2.0994341853840846,0.03591499556544209,0.05509779653288764,5.455537370430987e-4
right anterior chamber depth,Eye Morphology,74,76,5.886404147522526,0.09399584339358714,0.04545712301280351,0.09721337793295812,5.908817096802598,0.06624302185103371,8.085156742341776e-4,0.0663662123134618,-0.02241294928042742,0.06789731955476648,0.7425779871608476,0.0446486073383875,0.07204371115519687,0.5379859543327896,0.30121211,0.04455315991005813,0.1516148324410555,0.3280282759288652,Eye,anterior chamber depth,1.9113245584932923,0.013891568589619912,1.8840975843688694,1.9385515326177152,16.216562352535135,0,0.15279284940596796,0.006802721088435374
right corneal thickness,Eye Morphology,75,76,4.5934361868888836,0.03269656592983314,0.01063081063039031,0.03326404745229191,4.622985181645736,0.05149838239592638,-0.00501911319626015,0.04900230828315634,-0.02954899475673721,0.05431155885087701,0.5885567926528424,0.01564992382689341,0.0526657292570946,0.7674471019841769,0.08537303,0.26404777170683985,0.08766352348306058,0.415190918722634,Eye,corneal thickness,-1.1290046678811074,0.013793759512937594,-1.1560399397378718,-1.101969396024343,-9.612899734571153,0,0.08788912624973792,0.006756756756756757
right inner nuclear layer,Eye Morphology,71,75,3.1851589899168764,0.0415651325059478,0.00297923809371842,0.04243556375389559,3.1515565706853597,0.03443531663966034,-0.01224621739059073,0.03389396830207256,0.03360241923125518,0.03479255714834553,0.33853401479186107,0.01522545548403596,0.03540619332247131,0.6689228247133747,0.11657447670035488,0.09249173,0.16578533854777563,0.6499985523042262,Eye,inner nuclear layer,0.23181961534769907,0.014297385620915032,0.20379725445762478,0.2598419762377734,1.938750243833605,0.05448753503794701,0.16732974607916878,0.006993006993006993
right outer nuclear layer,Eye Morphology,71,75,3.8366986827209417,0.04118537199158367,0.02764158371532576,0.03084559615477353,3.7885439199043343,0.03865375316168876,0.01335420556084522,0.02725125189973712,0.04815476281658898,0.02893301206589344,0.10194382257823316,0.01428737815446769,0.02799164567123504,0.6118795599547916,0.05010080778361655,0.06477236,0.05138442065954695,0.9781193044670448,Eye,outer nuclear layer,-0.25643334103457666,0.014297385620915032,-0.28445570192465097,-0.22841098014450237,-2.1445993761665783,0.03366312980867914,0.051429716873995196,0.006993006993006993
right posterior chamber depth,Eye Morphology,72,75,6.288720791506341,0.00934847274139915,-0.0058607764463679,0.00947941180333579,6.296554092671114,0.0079584965171536,-0.00619945940014264,0.00761913363640426,-0.00783330116476912,0.00914580712692915,0.395582291544343,3.3868295376717817e-4,0.0091468118441032,0.9706022483526692,0.02526616468322944,0.025089075,0.11052651055584511,0.6829919744286389,Eye,posterior chamber depth,0.007335576310730103,0.014190821256038648,-0.020477922262151095,0.0351490748836113,0.061578694079379326,0.9509831421056072,0.11097990645157607,0.006944444444444444
right total retinal thickness,Eye Morphology,1200,1250,5.471481643815583,0.04048287858534503,0.00416957293395372,0.00319725646617516,5.471982441655739,0.04046990325427308,0.00235369177638594,0.0028776528168654,-5.007978342632775e-4,0.00217892303439953,0.818240598607374,0.00181588112259396,0.00214825132986676,0.3980490768089546,0.03599437328231189,0.02964959,0.04359828374656396,0.9101588488545268,Eye,total retinal thickness,0.1939310798064025,8.186732535696364e-4,0.1923265097142998,0.19553564989850522,6.777852517749325,1.5230483541017747e-11,0.04362593931715184,4.086636697997548e-4
rod a-wave amplitude,Electroretinography,108,106,5.031610290561697,0.06352318128078838,0.03654862930099747,0.06331136397479488,4.466009227716335,0.09503393656166076,0.22694190432788672,0.090529073279876,0.5656010628453305,0.11144316350743164,1.246876639321207e-6,-0.19039327502698888,0.10989539410555084,0.08545237853328923,0.30408,0.5446974954032913,0.39092382951772187,0.5887972655114017,Eye,rod a-wave amplitude,-0.5830322257468309,0.009616273693943597,-0.6018797758524402,-0.5641846756412215,-5.945510525278367,1.1220406381795556e-8,0.41289004816952524,0.004739336492890996
rod a-wave amplitude-left,Electroretinography 2,88,89,4.211520071536088,0.21975744870437883,-0.25039095490010577,0.22462095103338292,4.4483796704628045,0.1697710549148721,0.02676133343371708,0.1692579374346042,-0.23685959890349767,0.15455180876671992,0.12793221398063326,-0.2771522883121063,0.15921174343240763,0.08420299949425714,0.8100048,0.2819803770574632,0.18291229219952235,0.32459745950649527,Eye,rod a-wave amplitude,1.0552710894132973,0.011696306429548563,1.0323467500592378,1.0781954287673567,9.757524969845871,0,0.18499413924516217,0.005747126436781609
rod a-wave amplitude-right,Electroretinography 2,88,88,4.422310831016326,0.08127674708931328,-0.05130028259676603,0.0832135554462251,4.402232797971629,0.08240876575813327,0.01913385932335673,0.08070118140204098,0.02007803304633271,0.07778635803110905,0.7967474877792535,-0.07043414191801857,0.07757697082188555,0.36569279421949863,0.29985823,0.3616463149559145,0.0905465899686883,0.3260972635231386,Eye,rod a-wave amplitude,-0.18735690741710787,0.011764705882352941,-0.21041530723522614,-0.1642985075989896,-1.7273453373129335,0.08588013292062358,0.09079526874473978,0.005780346820809248
rod a-wave implicit time,Electroretinography,109,106,2.879502552128643,0.01251329324303597,0.00808456773977563,0.01286161542868947,2.811192229794533,0.01060982013556592,-0.00217987816991793,0.01011873317996514,0.06831032235576386,0.01617732815218,4.374971891281836e-5,0.01026444594342671,0.01631179176467067,0.5302232426562554,0.06712678,0.06005331141905635,0.4326568235639478,0.5087557864269276,Eye,rod a-wave implicit time,0.1112129909987856,0.009571350064114307,0.09245348958969642,0.12997249240787476,1.1367603595737665,0.25691573796932654,0.4631607739748641,0.0047169811320754715
rod a-wave implicit time-left,Electroretinography 2,86,90,3.085551098262552,0.01473751237563233,-0.00722517939527689,0.01486047455650997,3.0445856911145732,0.01308359312800511,-0.0123393955650162,0.01287445624041678,0.04096540714524594,0.01262167667458026,0.001509841813002,0.00511421616837862,0.01245155357410204,0.681985784049423,0.0521901,0.04788813346631474,0.4656807698826789,0.5839650479151969,Eye,rod a-wave implicit time,0.08630205352032042,0.011771222822323778,0.0632308807345699,0.10937322630607094,0.7954453352343165,0.4274382644757897,0.5045408166521532,0.005780346820809248
rod a-wave implicit time-right,Electroretinography 2,87,90,3.095637269595703,0.01420911641115745,5.169424232714276e-4,0.01441229340105915,3.0442628545436317,0.01316276902284687,-0.00907023926098728,0.01296718782303727,0.05137441505172383,0.01254620449069803,7.564708689434601e-5,0.00958718168399019,0.01246300972687672,0.4432071754388568,0.05146023,0.05202030045546553,0.46827900294570407,0.5622055007351593,Eye,rod a-wave implicit time,-0.010619504922022148,0.011699507389162561,-0.033550118041641,0.012311108197596704,-0.09817942460432669,0.9219021827113274,0.5078636687358818,0.005747126436781609
rod b-wave amplitude,Electroretinography,109,106,5.992536583804212,0.04311163595751495,-0.04109732010784028,0.04221668405838559,6.201944928615044,0.04478244874164509,-0.04439058836504184,0.04074855765706532,-0.20940834454160487,0.05829605214559702,4.561350503932411e-4,0.00329326796044002,0.05826868182887198,0.9550109746812104,0.1992254,0.22604290203819097,0.27628405438024883,0.6140758792656736,Eye,rod b-wave amplitude,-0.1264253540218792,0.009571350064114307,-0.14518485543096837,-0.10766585261279003,-1.292253086680507,0.19766971054200155,0.2836545385924293,0.0047169811320754715
rod b-wave amplitude-left,Electroretinography 2,88,90,6.004353784638887,0.06391261513336415,-0.03467551578751936,0.06452231640519947,6.0924437012348935,0.05424275385333373,-0.02392240686024543,0.05329742416541887,-0.08808991659573998,0.05158689145443028,0.09019259880280012,-0.01075310892702424,0.05080016399648058,0.8327055760844247,0.22884478,0.17009851470883564,0.12622517457648424,0.45025646659709695,Eye,rod b-wave amplitude,0.29680141614998523,0.01162947937795808,0.27400805541023615,0.3195947768897343,2.7522370208925913,0.006539198583793038,0.12690203024096766,0.005714285714285714
rod b-wave amplitude-right,Electroretinography 2,88,90,5.992794531502092,0.04166434599714582,-0.04608357246634696,0.04268733796809577,6.082895416712141,0.03980527075236267,-0.04649079335472139,0.03928274699934542,-0.09010088521029652,0.03728078967676455,0.01710131998721364,4.072208880807665e-4,0.0377347902029748,0.9914068757437696,0.1554400344,0.16441459571636474,0.1885855763614713,0.3269960297442077,Eye,rod b-wave amplitude,-0.05599600753011571,0.01162947937795808,-0.07878936826986481,-0.03320264679036661,-0.519250504076722,0.6042384140424724,0.1908701805133492,0.005714285714285714
rod b-wave implicit time,Electroretinography,109,106,3.815266166291976,0.01423850748067552,-0.01136214777379133,0.01356327235693424,3.813412319359899,0.01293475820680078,-0.01625662998800267,0.01111722112117756,0.00185384716513396,0.01727147089203747,0.91467961030204,0.0048944823208617,0.01743324140564112,0.7793213084044244,0.06341142,0.05711682383895793,0.17784868075129184,0.687495771265771,Eye,rod b-wave implicit time,0.10440787218035907,0.009571350064114307,0.0856483707712699,0.12316737358944825,1.0672020350875453,0.2870886994585722,0.17976021839913775,0.0047169811320754715
rod b-wave implicit time-left,Electroretinography 2,87,90,3.952450090658096,0.01190351560997266,0.00314170468117234,0.01206827445409821,3.926922015292276,0.01069046032705161,-0.00821124733128324,0.01054184531045077,0.02552807536576394,0.01016178144885728,0.01328349140442447,0.01135295201243924,0.01010413501552797,0.26335561145247544,0.043070315,0.03969965933879852,0.32583168028261067,0.47472252782839497,Eye,rod b-wave implicit time,0.08169666046064414,0.011699507389162561,0.058766047341025286,0.104627273580263,0.7553017937293592,0.45108327471341214,0.3381577062445208,0.005747126436781609
rod b-wave implicit time-right,Electroretinography 2,87,90,3.927239578664796,0.01840995389409047,-0.0192717778909937,0.01880612025784281,3.9233359574471502,0.01566284010597763,-0.00466732483606605,0.01556198393957062,0.003903621133551,0.01447875779304041,0.7879082778710169,-0.0146044531254704,0.0147894846775764,0.32532593882661687,0.068181062,0.05023223216564163,0.2144275277891421,0.3710464225795774,Eye,rod b-wave implicit time,0.305715201850921,0.011699507389162561,0.28278458873130213,0.32864581497053985,2.8263975421561947,0.005255504104172193,0.21780767911674104,0.005747126436781609
% pre-pulse inhibition - global,Acoustic Startle and Pre-pulse Inhibition (PPI),8612,8634,5.274603518549644,0.01472353186342855,-0.00504816263664213,0.00232397243429474,5.279796834324119,0.01470228070990299,-0.00301774181213808,0.0020361788179983,-0.00519331577329592,0.00251814582367485,0.03919135542386596,-0.00203042083695048,0.00232529672587853,0.3825750186757582,0.098634259,0.08991578249052334,0.02389260141119033,0.5791337976401965,Hearing,pre-pulse inhibition,0.0925453215237588,1.160094696565187e-4,0.09231794714136643,0.09277269590615117,8.59226668097023,0,0.023897149383862462,5.799454851243983e-5
% pre-pulse inhibition - ppi1,Acoustic Startle and Pre-pulse Inhibition (PPI),8611,8635,5.921163334874646,0.01051495856975074,-0.00193760793942476,0.00158485966877935,5.919382679272245,0.0105328126237238,-0.00109303562161392,0.00161475203595326,0.00178065558452481,0.00187615006530586,0.34258499666454945,-8.445722641189185e-4,0.00173977310095014,0.627364675177638,0.0652632092,0.07928104566001401,0.0262879569553628,0.5394702502629994,Hearing,pre-pulse inhibition,-0.19457045233050801,1.160095055658723e-4,-0.19479782678328142,-0.1943430778777346,-18.06467283695686,0,0.026294014956841645,5.799454851243983e-5
